0.0029923	0
0.0182238	0
0.0334553	0
0.0486868	0
0.0639183	0
0.0791498	58
0.0943813	126
0.1096128	5
0.1248443	0
0.1400758	0
0.1553073	0
0.1705388	0
0.1857703	0
0.2010018	0
0.2162333	0
0.2314648	0
0.2466963	1
0.2619278	0
0.2771593	0
0.2923908	0
0.3076223	1
0.3228538	0
0.3380853	1
0.3533168	0
0.3685483	0
0.3837798	1
0.3990113	0
0.4142428	0
0.4294743	0
0.4447058	0
0.4599373	0
0.4751688	0
0.4904003	1
0.5056318	0
0.5208633	0
0.5360948	0
0.5513263	0
0.5665578	0
0.5817893	0
0.5970208	1
0.6122523	0
0.6274838	0
0.6427153	1
0.6579468	0
0.6731783	0
0.6884098	0
0.7036413	2
0.7188728	1
0.7341043	2
0.7493358	2
0.7645673	1
0.7797988	2
0.7950303	1
0.8102618	0
0.8254933	3
0.8407248	3
0.8559563	1
0.8711878	3
0.8864193	3
0.9016508	2
0.9168823	2
0.9321138	3
0.9473453	5
0.9625768	5
0.9778083	7
0.9930398	5
1.0082713	3
1.0235028	5
1.0387343	7
1.0539658	5
1.0691973	4
1.0844288	6
1.0996603	7
1.1148918	5
1.1301233	16
1.1453548	13
1.1605863	14
1.1758178	13
1.1910493	15
1.2062808	14
1.2215123	13
1.2367438	20
1.2519753	18
1.2672068	16
1.2824383	18
1.2976698	9
1.3129013	11
1.3281328	18
1.3433643	21
1.3585958	24
1.3738273	16
1.3890588	18
1.4042903	31
1.4195218	14
1.4347533	22
1.4499848	23
1.4652163	26
1.4804478	24
1.4956793	26
1.5109108	28
1.5261423	23
1.5413738	28
1.5566053	29
1.5718368	24
1.5870683	26
1.6022998	20
1.6175313	30
1.6327628	25
1.6479943	34
1.6632258	21
1.6784573	34
1.6936888	36
1.7089203	31
1.7241518	17
1.7393833	24
1.7546148	32
1.7698463	30
1.7850778	36
1.8003093	34
1.8155408	35
1.8307723	41
1.8460038	43
1.8612353	30
1.8764668	35
1.8916983	35
1.9069298	39
1.9221613	34
1.9373928	39
1.9526243	35
1.9678558	44
1.9830873	40
1.9983188	41
2.0135503	34
2.0287818	41
2.0440133	39
2.0592448	36
2.0744763	28
2.0897078	31
2.1049393	40
2.1201708	43
2.1354023	40
2.1506338	39
2.1658653	45
2.1810968	54
2.1963283	67
2.2115598	67
2.2267913	67
2.2420228	49
2.2572543	64
2.2724858	60
2.2877173	54
2.3029488	49
2.3181803	31
2.3334118	41
2.3486433	62
2.3638748	50
2.3791063	37
2.3943378	49
2.4095693	43
2.4248008	47
2.4400323	44
2.4552638	45
2.4704953	48
2.4857268	62
2.5009583	64
2.5161898	61
2.5314213	68
2.5466528	83
2.5618843	74
2.5771158	86
2.5923473	74
2.6075788	91
2.6228103	67
2.6380418	85
2.6532733	76
2.6685048	81
2.6837363	109
2.6989678	57
2.7141993	86
2.7294308	88
2.7446623	92
2.7598938	87
2.7751253	111
2.7903568	138
2.8055883	152
2.8208198	214
2.8360513	224
2.8512828	257
2.8665143	281
2.8817458	338
2.8969773	361
2.9122088	372
2.9274403	367
2.9426718	375
2.9579033	307
2.9731348	330
2.9883663	301
3.0035978	247
3.0188293	260
3.0340608	267
3.0492923	253
3.0645238	289
3.0797553	287
3.0949868	272
3.1102183	284
3.1254498	318
3.1406813	343
3.1559128	342
3.1711443	422
3.1863758	465
3.2016073	482
3.2168388	557
3.2320703	585
3.2473018	603
3.2625333	550
3.2777648	560
3.2929963	480
3.3082278	447
3.3234593	413
3.3386908	299
3.3539223	306
3.3691538	221
3.3843853	212
3.3996168	183
3.4148483	144
3.4300798	141
3.4453113	180
3.4605428	168
3.4757743	241
3.4910058	272
3.5062373	307
3.5214688	382
3.5367003	454
3.5519318	552
3.5671633	662
3.5823948	769
3.5976263	798
3.6128578	860
3.6280893	800
3.6433208	882
3.6585523	806
3.6737838	732
3.6890153	573
3.7042468	518
3.7194783	406
3.7347098	365
3.7499413	283
3.7651728	195
3.7804043	153
3.7956358	128
3.8108673	104
3.8260988	87
3.8413303	76
3.8565618	90
3.8717933	92
3.8870248	119
3.9022563	120
3.9174878	141
3.9327193	126
3.9479508	150
3.9631823	142
3.9784138	141
3.9936453	127
4.0088768	121
4.0241083	108
4.0393398	93
4.0545713	88
4.0698028	65
4.0850343	52
4.1002658	48
4.1154973	36
4.1307288	25
4.1459603	37
4.1611918	21
4.1764233	22
4.1916548	18
4.2068863	22
4.2221178	27
4.2373493	25
4.2525808	19
4.2678123	21
4.2830438	17
4.2982753	35
