7966.53	7.373472345670912e-06
7966.597086285952	7.385781942463514e-06
7966.664172571905	7.39812239024258e-06
7966.731258857857	7.410493792188114e-06
7966.7983451438095	7.422896251911825e-06
7966.865431429762	7.435329873459304e-06
7966.932517715714	7.447794761312208e-06
7966.999604001667	7.460291020390461e-06
7967.066690287619	7.472818756054438e-06
7967.1337765735725	7.485378074107218e-06
7967.200862859525	7.49796908079679e-06
7967.267949145477	7.510591882818316e-06
7967.33503543143	7.523246587316386e-06
7967.402121717382	7.5359333018872955e-06
7967.469208003335	7.54865213458133e-06
7967.536294289287	7.561403193905056e-06
7967.6033805752395	7.5741865888236645e-06
7967.670466861192	7.587002428763258e-06
7967.737553147144	7.5998508236132195e-06
7967.804639433097	7.612731883728572e-06
7967.871725719049	7.625645719932321e-06
7967.938812005002	7.638592443517876e-06
7968.005898290954	7.651572166251408e-06
7968.0729845769065	7.66458500037429e-06
7968.140070862859	7.677631058605512e-06
7968.207157148811	7.690710454144131e-06
7968.274243434765	7.703823300671716e-06
7968.341329720717	7.716969712354818e-06
7968.4084160066695	7.730149803847457e-06
7968.475502292622	7.743363690293649e-06
7968.542588578574	7.75661148732986e-06
7968.609674864527	7.769893311087592e-06
7968.676761150479	7.783209278195913e-06
7968.743847436432	7.796559505783998e-06
7968.810933722384	7.809944111483725e-06
7968.8780200083365	7.823363213432263e-06
7968.945106294289	7.836816930274674e-06
7969.012192580241	7.850305381166531e-06
7969.079278866194	7.863828685776567e-06
7969.146365152146	7.877386964289334e-06
7969.213451438099	7.890980337407856e-06
7969.280537724051	7.904608926356315e-06
7969.3476240100035	7.918272852882784e-06
7969.414710295956	7.931972239261901e-06
7969.481796581909	7.945707208297641e-06
7969.548882867862	7.959477883326054e-06
7969.615969153814	7.973284388218034e-06
7969.683055439767	7.987126847382102e-06
7969.750141725719	8.001005385767214e-06
7969.817228011671	8.014920128865583e-06
7969.884314297624	8.028871202715502e-06
7969.951400583576	8.042858733904212e-06
7970.018486869529	8.056882849570771e-06
7970.085573155481	8.070943677408943e-06
7970.152659441434	8.085041345670094e-06
7970.219745727386	8.099175983166135e-06
7970.286832013338	8.113347719272446e-06
7970.353918299291	8.12755668393085e-06
7970.421004585243	8.141803007652589e-06
7970.488090871196	8.15608682152131e-06
7970.555177157148	8.1704082571961e-06
